id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit
68728,Oz: The Great and Powerful,2013-03-07,200000000,491868548,130.0,5.7,3530,46.985445,en,"['Fantasy', 'Adventure', 'Family']","['Walt Disney Pictures', 'Roth Films']","['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff']",Sam Raimi,['Joe Roth'],"['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",1.45934274,291868548
102382,The Amazing Spider-Man 2,2014-04-16,200000000,705717432,142.0,6.5,4179,89.270217,en,"['Action', 'Adventure', 'Fantasy']","['Columbia Pictures', 'Marvel Enterprises', 'Avi Arad Productions']","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott']",Marc Webb,"['Avi Arad', 'Matt Tolmach']","['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2.52858716,505717432
20526,TRON: Legacy,2010-12-10,170000000,400062763,125.0,6.3,2841,73.79505,en,"['Adventure', 'Action', 'Science Fiction']","['Walt Disney Pictures', 'LivePlanet', 'Prana Studios']","['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'Yaya DaCosta']",Joseph Kosinski,"['Steven Lisberger', 'Jeffrey Silver']","['artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy']","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",1.3533103705882352,230062763
49013,Cars 2,2011-06-11,200000000,559852396,106.0,5.8,2033,49.98659,en,"['Animation', 'Family', 'Adventure', 'Comedy']","['Walt Disney Pictures', 'Pixar Animation Studios']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer', 'John Turturro']",John Lasseter,['Denise Ream'],"['car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger']",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,1.79926198,359852396
44912,Green Lantern,2011-06-16,200000000,219851172,114.0,5.1,2487,51.872839,en,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['De Line Pictures', 'Warner Bros.', 'DC Entertainment']","['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard', 'Tim Robbins', 'Mark Strong']",Martin Campbell,"['Donald De Line', 'Greg Berlanti']","['dc comics', 'transformation', 'superhero', 'alien', 'alien infection', 'magical object', 'protector', 'super powers', 'origin', '3d']","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",0.09925586,19851172
10193,Toy Story 3,2010-06-16,200000000,1066969703,103.0,7.6,4597,59.995418,en,"['Animation', 'Family', 'Comedy']","['Walt Disney Pictures', 'Pixar Animation Studios']","['Tom Hanks', 'Tim Allen', 'Ned Beatty', 'Joan Cusack', 'Michael Keaton']",Lee Unkrich,"['John Lasseter', 'Darla K. Anderson']","['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life']","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",4.334848515,866969703
534,Terminator Salvation,2009-05-20,200000000,371353001,115.0,5.9,2463,71.862892,en,"['Action', 'Science Fiction', 'Thriller']","['Columbia Pictures', 'The Halcyon Company', 'Wonderland Sound and Vision']","['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood', 'Bryce Dallas Howard']",McG,"['Moritz Borman', 'Jeffrey Silver']","['saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army']","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",0.856765005,171353001
168259,Furious 7,2015-04-01,190000000,1506249360,137.0,7.3,4176,102.322217,en,['Action'],"['Universal Pictures', 'Original Film', 'Fuji Television Network']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson']",James Wan,"['Michael Fottrell', 'Neal H. Moritz']","['car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car']",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,6.927628210526316,1316249360
72190,World War Z,2013-06-20,200000000,531865000,116.0,6.7,5560,81.834855,en,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'GK Films', 'Skydance Productions']","['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove', 'Sterling Jerins', 'James Badge Dale']",Marc Forster,"['Brad Pitt', 'Ian Bryce']","['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",1.659325,331865000
127585,X-Men: Days of Future Past,2014-05-15,250000000,747862775,131.0,7.5,6032,118.078691,en,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment']","['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry']",Bryan Singer,"['Lauren Shuler Donner', 'Bryan Singer']","['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,1.9914511,497862775
54138,Star Trek Into Darkness,2013-05-05,190000000,467365246,132.0,7.4,4418,78.291018,en,"['Action', 'Adventure', 'Science Fiction']","['Paramount Pictures', 'Skydance Productions', 'Bad Robot']","['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg']",J.J. Abrams,"['J.J. Abrams', 'Alex Kurtzman']","['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",1.4598170842105263,277365246
81005,Jack the Giant Slayer,2013-02-27,195000000,197687603,114.0,5.5,2598,43.349855,en,"['Action', 'Family', 'Fantasy']","['New Line Cinema', 'Original Film', 'Legendary Pictures']","['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor', 'Stanley Tucci', 'Ian McShane']",Bryan Singer,['David Dobkin'],"['based on fairy tale', 'giant']","The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",0.013782579487179487,2687603
64682,The Great Gatsby,2013-05-10,105000000,351040419,143.0,7.3,3769,61.196071,en,"['Drama', 'Romance']","['Village Roadshow Pictures', 'Bazmark Films', 'Warner Bros.']","['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki']",Baz Luhrmann,"['Baz Luhrmann', 'Catherine Martin']","['based on novel', 'infidelity', 'obsession', 'hope', '3d']","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2.3432420857142855,246040419
9543,Prince of Persia: The Sands of Time,2010-05-19,150000000,335154643,116.0,6.2,2317,62.169881,en,"['Adventure', 'Fantasy', 'Action', 'Romance']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint']",Mike Newell,['Jerry Bruckheimer'],"['persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game']","A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",1.2343642866666666,185154643
68726,Pacific Rim,2013-07-11,180000000,407602906,131.0,6.7,4794,56.523205,en,"['Action', 'Science Fiction', 'Adventure']","['Legendary Pictures', 'Warner Bros.', 'Disney Double Dare You (DDY)']","['Idris Elba', 'Charlie Hunnam', 'Charlie Day', 'Ron Perlman', 'Burn Gorman']",Guillermo del Toro,"['Guillermo del Toro', 'Jon Jashni']","['dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d']","When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",1.264460588888889,227602906
38356,Transformers: Dark of the Moon,2011-06-28,195000000,1123746996,154.0,6.1,3299,28.529607,en,"['Action', 'Science Fiction', 'Adventure']","['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions']","['Shia LaBeouf', 'John Malkovich', 'Ken Jeong', 'Frances McDormand', 'Josh Duhamel']",Michael Bay,"['Don Murphy', 'Ian Bryce']","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination']","Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",4.762805107692308,928746996
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,185000000,786636033,122.0,5.7,2495,75.674458,en,"['Adventure', 'Action']","['Lucasfilm', 'Paramount Pictures']","['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Ray Winstone', 'Karen Allen']",Steven Spielberg,['Frank Marshall'],"['saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru']","Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",3.2520866648648648,601636033
105864,The Good Dinosaur,2015-11-14,175000000,331926147,93.0,6.6,1736,51.692953,en,"['Adventure', 'Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']","['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla']",Peter Sohn,"['John Lasseter', 'Denise Ream']","['tyrannosaurus rex', 'friends', 'alternate history', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey']",An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,0.89672084,156926147
